Symbol,Spot,Lot_Size,Near_Expiry,Near_Price,Near_DTE,Near_Premium,Near_Basis_Ann,Near_OI,Near_Vol,Near_BidAsk_bps,Far_Expiry,Far_Price,Far_DTE,Far_Premium,Far_Basis_Ann,Far_OI,Far_Vol,Far_BidAsk_bps,Spread_Raw,Spread_Diff,Theo_Spread,Spread_Deviation,Deviation_Pct,Potential_Gain,Est_Margin,Gain_to_Margin_Pct,Backwardation_Score,Liquidity_Score,DTE_Score,Composite_Score,Is_Backwardation,Classic_Setup,Third_Expiry,Third_Price,Third_DTE,Third_Premium,Third_vs_Far,Third_OI
BAJAJFINSV,1722.1,250,30-MAR-2026,1720.3,9,-1.8,-4.24,11227000,646750,5.2,28-APR-2026,1730.0,38,7.9,4.41,644000,59500,10.4,9.7,9.7,8.93,0.77,0.0447,0.0,86500.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1740.6,66.0,18.5,10.6,110500.0
SUNPHARMA,1773.9,350,30-MAR-2026,1773.4,9,-0.5,-1.14,20891150,662900,6.8,28-APR-2026,1783.2,38,9.3,5.04,1180900,70700,7.9,9.8,9.8,9.2,0.6,0.0339,0.0,124824.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1790.0,66.0,16.1,6.8,45500.0
MANKIND,1998.0,225,30-MAR-2026,2002.0,9,4.0,8.12,2819475,460125,9.0,28-APR-2026,2012.0,38,14.0,6.73,133200,69750,16.4,10.0,10.0,10.36,-0.36,-0.0181,0.0,90540.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2002.0,66.0,4.0,-10.0,16200.0
TVSMOTOR,3468.6,175,30-MAR-2026,3459.5,9,-9.1,-10.64,8353975,405300,9.5,28-APR-2026,3470.0,38,1.4,0.39,192675,80500,14.4,10.5,10.5,17.99,-7.49,-0.2159,0.0,121450.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,3475.0,66.0,6.4,5.0,64050.0
HINDUNILVR,2088.4,300,30-MAR-2026,2091.3,9,2.9,5.63,16364400,672600,2.9,28-APR-2026,2102.0,38,13.6,6.26,841200,129300,9.5,10.7,10.7,10.83,-0.13,-0.0063,0.0,126120.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2114.3,66.0,25.9,12.3,126000.0
GRASIM,2646.0,250,30-MAR-2026,2651.6,9,5.6,8.58,14795000,639250,9.1,28-APR-2026,2662.3,38,16.3,5.92,471250,100500,15.0,10.7,10.7,13.72,-3.02,-0.1142,0.0,133115.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2669.0,66.0,23.0,6.7,17000.0
BHARTIARTL,1853.7,475,30-MAR-2026,1851.7,9,-2.0,-4.38,51397375,1744200,3.2,28-APR-2026,1862.5,38,8.8,4.56,6685150,597550,4.8,10.8,10.8,9.61,1.19,0.064,0.0,176937.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1873.5,66.0,19.8,11.0,411825.0
DALBHARAT,1856.8,325,30-MAR-2026,1858.1,9,1.3,2.84,1987700,217750,11.8,28-APR-2026,1868.9,38,12.1,6.26,801125,23400,13.9,10.8,10.8,9.63,1.17,0.063,0.0,121478.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1868.0,66.0,11.2,-0.9,6175.0
GODREJPROP,1567.8,275,30-MAR-2026,1568.2,9,0.4,1.03,8022300,755425,8.3,28-APR-2026,1579.0,38,11.2,6.86,592900,142175,14.6,10.8,10.8,8.13,2.67,0.1703,0.0,86845.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1586.2,66.0,18.4,7.2,59125.0
PHOENIXLTD,1542.8,350,30-MAR-2026,1545.4,9,2.6,6.83,3794700,399700,9.1,28-APR-2026,1556.7,38,13.9,8.65,347200,47250,17.3,11.3,11.3,8.0,3.3,0.2138,0.0,108969.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,1601.2,66.0,58.4,44.5,1400.0
ASIANPAINT,2206.6,250,30-MAR-2026,2209.0,9,2.4,4.41,13433500,429000,5.9,28-APR-2026,2221.3,38,14.7,6.4,519750,87250,11.3,12.3,12.3,11.44,0.86,0.0388,0.0,111065.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2228.4,66.0,21.8,7.1,81750.0
MCX,2428.6,625,30-MAR-2026,2432.0,9,3.4,5.68,12274375,5350625,7.0,28-APR-2026,2445.0,38,16.4,6.49,1166875,1479375,13.1,13.0,13.0,12.59,0.41,0.0167,0.0,305625.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2455.1,66.0,26.5,10.1,205625.0
LUPIN,2317.1,425,30-MAR-2026,2312.6,9,-4.5,-7.88,6947475,624325,6.5,28-APR-2026,2326.0,38,8.9,3.69,430525,176375,10.7,13.4,13.4,12.02,1.38,0.0597,0.0,197710.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2335.0,66.0,17.9,9.0,39525.0
GLENMARK,2176.1,375,30-MAR-2026,2173.5,9,-2.6,-4.85,11005125,1487625,7.4,28-APR-2026,2187.3,38,11.2,4.94,1636500,814875,13.7,13.8,13.8,11.29,2.51,0.1156,0.0,164047.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2183.5,66.0,7.4,-3.8,12375.0
TCS,2369.4,175,30-MAR-2026,2367.6,9,-1.8,-3.08,26990775,2728250,2.5,28-APR-2026,2381.7,38,12.3,4.99,5477850,640850,3.4,14.1,14.1,12.29,1.81,0.0765,0.0,83359.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2391.0,66.0,21.6,9.3,2346575.0
APLAPOLLO,1982.9,350,30-MAR-2026,1985.8,9,2.9,5.93,4824750,317450,12.1,28-APR-2026,2000.7,38,17.8,8.62,94500,30800,14.0,14.9,14.9,10.28,4.62,0.2328,0.0,140049.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2004.2,66.0,21.3,3.5,24850.0
HDFCAMC,2424.1,300,30-MAR-2026,2419.0,9,-5.1,-8.53,6395100,438600,5.4,28-APR-2026,2434.0,38,9.9,3.92,368400,83400,12.7,15.0,15.0,12.57,2.43,0.1002,0.0,146040.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2431.0,66.0,6.9,-3.0,13800.0
ALKEM,5268.5,125,30-MAR-2026,5261.0,9,-7.5,-5.77,1232625,63750,11.4,28-APR-2026,5276.5,38,8.0,1.46,13375,5875,13.3,15.5,15.5,27.32,-11.82,-0.2244,0.0,131912.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,5307.5,66.0,39.0,31.0,375.0
MAZDOCK,2338.5,200,30-MAR-2026,2337.0,9,-1.5,-2.6,4115800,546200,7.3,28-APR-2026,2352.7,38,14.2,5.83,678800,142200,11.9,15.7,15.7,12.13,3.57,0.1528,0.0,94108.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2348.9,66.0,10.4,-3.8,269600.0
BSE,2805.0,375,30-MAR-2026,2803.5,9,-1.5,-2.17,7246500,3615000,5.0,28-APR-2026,2821.1,38,16.1,5.51,1233750,713250,8.5,17.6,17.6,14.55,3.05,0.1088,0.0,211582.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,2830.8,66.0,25.8,9.7,117750.0
TRENT,3575.2,100,30-MAR-2026,3575.8,9,0.6,0.68,5893500,652500,6.2,28-APR-2026,3594.0,38,18.8,5.05,803900,324200,12.8,18.2,18.2,18.54,-0.34,-0.0095,0.0,71880.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,3614.6,66.0,39.4,20.6,44400.0
WAAREEENER,3138.4,175,30-MAR-2026,3143.0,9,4.6,5.94,3493175,896175,8.3,28-APR-2026,3162.7,38,24.3,7.44,712950,121800,14.5,19.7,19.7,16.28,3.42,0.1091,0.0,110694.5,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,3176.6,66.0,38.2,13.9,20125.0
M&M,3068.1,200,30-MAR-2026,3072.7,9,4.6,6.08,18002600,1530200,6.5,28-APR-2026,3092.5,38,24.4,7.64,1644000,413400,3.6,19.8,19.8,15.91,3.89,0.1267,0.0,123700.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,3092.7,66.0,24.6,0.2,265400.0
LT,3437.3,175,30-MAR-2026,3443.9,9,6.6,7.79,15052625,1564325,2.0,28-APR-2026,3464.0,38,26.7,7.46,2379300,718900,1.2,20.1,20.1,17.83,2.27,0.0662,0.0,121240.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,3478.0,66.0,40.7,14.0,319550.0
HEROMOTOCO,5279.0,150,30-MAR-2026,5288.5,9,9.5,7.3,3699300,483450,5.7,28-APR-2026,5309.0,38,30.0,5.46,165900,62250,15.1,20.5,20.5,27.38,-6.88,-0.1303,0.0,159270.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,5300.0,66.0,21.0,-9.0,8400.0
TORNTPHARM,4253.0,250,30-MAR-2026,4267.9,9,14.9,14.21,2739000,162750,7.3,28-APR-2026,4288.6,38,35.6,8.04,102750,33250,11.0,20.7,20.7,22.06,-1.36,-0.0319,0.0,214430.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,4270.5,66.0,17.5,-18.1,2500.0
TITAN,4128.3,175,30-MAR-2026,4122.5,9,-5.8,-5.7,9219525,508025,7.3,28-APR-2026,4145.0,38,16.7,3.89,400225,109025,11.1,22.5,22.5,21.41,1.09,0.0264,0.0,145075.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,4160.0,66.0,31.7,15.0,26425.0
HAL,3819.0,150,30-MAR-2026,3822.1,9,3.1,3.29,8491350,527700,7.3,28-APR-2026,3845.7,38,26.7,6.72,967950,148200,6.2,23.6,23.6,19.81,3.79,0.0994,0.0,115371.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,3862.9,66.0,43.9,17.2,202050.0
CUMMINSIND,4604.4,200,30-MAR-2026,4615.8,9,11.4,10.04,3474600,400800,8.4,28-APR-2026,4640.0,38,35.6,7.43,85600,42000,18.1,24.2,24.2,23.88,0.32,0.007,0.0,185600.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,4675.0,66.0,70.6,35.0,8800.0
POLYCAB,7186.5,125,30-MAR-2026,7172.5,9,-14.0,-7.9,2011750,323500,3.5,28-APR-2026,7197.0,38,10.5,1.4,168250,47250,9.0,24.5,24.5,37.27,-12.77,-0.1777,0.0,179925.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,7217.5,66.0,31.0,20.5,22875.0
INDIGO,4195.1,150,30-MAR-2026,4203.5,9,8.4,8.12,8644200,898950,3.1,28-APR-2026,4228.6,38,33.5,7.67,1032300,106050,8.0,25.1,25.1,21.76,3.34,0.0797,0.0,126858.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,4243.0,66.0,47.9,14.4,383700.0
EICHERMOT,6853.0,100,30-MAR-2026,6856.0,9,3.0,1.78,3533900,134700,5.1,28-APR-2026,6886.0,38,33.0,4.63,265800,38500,7.3,30.0,30.0,35.54,-5.54,-0.0808,0.0,137720.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,6898.0,66.0,45.0,12.0,21000.0
BRITANNIA,5672.0,125,30-MAR-2026,5686.0,9,14.0,10.01,2551000,102125,2.6,28-APR-2026,5716.0,38,44.0,7.45,36250,8000,7.0,30.0,30.0,29.42,0.58,0.0103,0.0,142900.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,5765.5,66.0,93.5,49.5,3125.0
DIVISLAB,6133.5,100,30-MAR-2026,6148.0,9,14.5,9.59,2416600,139000,9.8,28-APR-2026,6183.5,38,50.0,7.83,213200,29900,8.9,35.5,35.5,31.81,3.69,0.0602,0.0,123670.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,6210.0,66.0,76.5,26.5,3700.0
APOLLOHOSP,7401.0,125,30-MAR-2026,7399.5,9,-1.5,-0.82,2366750,242500,4.1,28-APR-2026,7452.0,38,51.0,6.62,174500,77625,10.1,52.5,52.5,38.38,14.12,0.1908,0.0,186300.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,7495.0,66.0,94.0,43.0,11500.0
MARUTI,12649.0,50,30-MAR-2026,12668.0,9,19.0,6.09,3120200,235900,5.5,28-APR-2026,12734.0,38,85.0,6.45,214750,69100,7.1,66.0,66.0,65.6,0.4,0.0032,0.0,127340.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,12790.0,66.0,141.0,56.0,17600.0
ULTRACEMCO,10887.0,50,30-MAR-2026,10879.0,9,-8.0,-2.98,2121350,113850,2.8,28-APR-2026,10948.0,38,61.0,5.38,129350,19050,12.8,69.0,69.0,56.46,12.54,0.1152,0.0,109480.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,11016.0,66.0,129.0,68.0,9450.0
BAJAJHLDNG,9679.0,50,30-MAR-2026,9676.0,9,-3.0,-1.26,230150,6650,10.3,28-APR-2026,9747.0,38,68.0,6.75,11650,1850,9.2,71.0,71.0,50.2,20.8,0.2149,0.0,97470.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,9801.0,66.0,122.0,54.0,1100.0
POWERINDIA,25385.0,50,30-MAR-2026,25300.0,9,-85.0,-13.58,307200,88300,9.9,28-APR-2026,25390.0,38,5.0,0.19,16950,11200,13.8,90.0,90.0,131.65,-41.65,-0.1641,0.0,253900.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,25440.0,66.0,55.0,50.0,5400.0
SOLARINDS,13141.0,50,30-MAR-2026,13141.0,9,0.0,0.0,606750,66500,12.9,28-APR-2026,13240.0,38,99.0,7.24,91300,18050,9.1,99.0,99.0,68.15,30.85,0.2348,0.0,132400.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,13340.0,66.0,199.0,100.0,35600.0
BOSCHLTD,30600.0,25,30-MAR-2026,30565.0,9,-35.0,-4.64,216750,14175,6.5,28-APR-2026,30760.0,38,160.0,5.02,13150,2125,16.3,195.0,195.0,158.69,36.31,0.1187,0.0,153800.0,0.0,0.0,100,100,40.0,False,False,26-MAY-2026,30740.0,66.0,140.0,-20.0,850.0
